top	"Animalia"
rangen	"(alle)
statussen	"(0,0a,1,1a,1b,2,2a,2b,2c,2d,3a,3b,3c,3cE,3d,4)"

"scientific_name"	"common_name"	"rank"	"nsr_id"	"presence_status"	
"Achrysocharoides cilla (Walker, 1839)"	""	"soort"	"0AHCYFAZSFQX"	"1a"	
"Achrysocharoides cruentus Hansson, 1983"	""	"soort"	"0AHCYSI00411"	"1a"	
"Achrysocharoides latreillii (Curtis, 1826)"	""	"soort"	"0AHCYFAZSGNE"	"1a"	
"Achrysocharoides niveipes (Thomson, 1878)"	""	"soort"	"0AHCYFAZSHJL"	"1a"	
"Achrysocharoides splendens (Delucchi, 1954)"	""	"soort"	"0AHCYFAZSIKD"	"1a"	
"Achrysocharoides suprafolius (Askew, 1974)"	""	"soort"	"0AHCYFAZSJGK"	"1a"	
"Achrysocharoides zwoelferi (Delucchi, 1954)"	""	"soort"	"0AHCYFAZSKCR"	"1a"	
"Achtheres percarum Von Nordmann, 1832"	""	"soort"	"07XAIY0LP3IE"	"1a"	
"Achyrolimonia decemmaculata (Loew, 1873)"	""	"soort"	"0AHCYFBHTYCQ"	"1a"	
"Achyrolimonia neonebulosa (Alexander, 1924)"	""	"soort"	"056439D445C9"	"1a"	
"Acicula fusca (Montagu, 1803)"	"Gegroefde naaldslak"	"soort"	"000486764001"	"1a"	
"Acidia cognata (Wiedemann, 1817)"	""	"soort"	"0AHCYFBNUBGV"	"1a"	
"Acidostoma obesum (Bate, 1862)"	""	"soort"	"0OBLKIQYOHCX"	"1a"	
"Acidota crenata (Fabricius, 1793)"	""	"soort"	"0AHCYFBWSUZA"	"1a"	
"Acidota cruentata Mannerheim, 1830"	""	"soort"	"0AHCYFBWSVVH"	"1a"	
"Acilius canaliculatus (Nicolai, 1822)"	"Gestreepte haarwaterroofkever"	"soort"	"0AHCYFBTYSFS"	"1a"	
"Acilius sulcatus (Linnaeus, 1758)"	"Gegroefde haarwaterroofkever"	"soort"	"0AHCYFBTYTGK"	"1a"	
"Acinia corniculata (Zetterstedt, 1819)"	""	"soort"	"0AHCYFBNUCZI"	"1a"	
"Acipenser baerii Brandt, 1869"	"Siberische steur"	"soort"	"0IY9670S4IWB"	"2d"	
"Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833"	"Diamantsteur"	"soort"	"0460231E4C31"	"2d"	
"Acipenser ruthenus Linnaeus, 1758"	"Sterlet"	"soort"	"00B60EBE4E4C"	"2d"	
"Acipenser stellatus Pallas, 1771"	"Spitssnuitsteur"	"soort"	"0F0807844E85"	"2d"	
"Acipenser sturio Linnaeus, 1758"	"Atlantische steur"	"soort"	"000455863821"	"1a"	
"Acizzia uncatoides (Ferris & Klyver, 1932)"	""	"soort"	"0F81D1E3419E"	"2c"	
"Aclastus eugracilis Horstmann, 1980"	""	"soort"	"0AHCYFATHPAG"	"1a"	
"Aclastus gracilis (Thomson, 1884)"	""	"soort"	"0AHCYFATHQAY"	"1a"	
"Aclastus micator (Gravenhorst, 1807)"	""	"soort"	"0AHCYFATHQXF"	"1a"	
"Aclastus minutus (Bridgman, 1886)"	""	"soort"	"0AHCYFATHRXX"	"1a"	
"Aclastus solutus (Thomson, 1884)"	""	"soort"	"0AHCYFATHSUE"	"1a"	
"Acleris abietana (Hübner, 1822)"	"Dennenboogbladroller"	"soort"	"0AHCYFCMYHJC"	"1a"	
"Acleris aspersana (Hübner, 1817)"	"Bruingele boogbladroller"	"soort"	"0AHCYFCMYIFJ"	"1a"	
"Acleris bergmanniana (Linnaeus, 1758)"	"Gouden boogbladroller"	"soort"	"0AHCYFCMYJGN"	"1a"	
"Acleris comariana (Lienig & Zeller, 1846)"	"Okergele driehoekbladroller"	"soort"	"0AHCYFCMYKCU"	"1a"	
"Acleris cristana (Denis & Schiffermüller, 1775)"	"Diamantborsteltje"	"soort"	"0AHCYFCMYKZB"	"1a"	
"Acleris emargana (Fabricius, 1775)"	"Gehakkelde bladroller"	"soort"	"0AHCYFCMYLVH"	"1a"	
"Acleris ferrugana (Denis & Schiffermüller, 1775)"	"Lichte boogbladroller"	"soort"	"0AHCYFCMYMRO"	"1a"	
"Acleris forsskaleana (Linnaeus, 1758)"	"Kleine boogbladroller"	"soort"	"0AHCYFCMYNSG"	"1a"	
"Acleris hastiana (Linnaeus, 1758)"	"Kameleonbladroller"	"soort"	"0AHCYFCMYOON"	"1a"	
"Acleris holmiana (Linnaeus, 1758)"	"Rode driehoekbladroller"	"soort"	"0AHCYFCMYPKU"	"1a"	
"Acleris hyemana (Haworth, 1811)"	"Variabele heidebladroller"	"soort"	"0AHCYFCMYQHB"	"1a"	
"Acleris kochiella (Goeze, 1783)"	"Iepenbladroller"	"soort"	"0AHCYFCMYRHT"	"1a"	
"Acleris laterana (Fabricius, 1794)"	"Variabele driehoekbladroller"	"soort"	"0AHCYFCMYSEA"	"1a"	
"Acleris lipsiana (Denis & Schiffermüller, 1775)"	"Kastanjebruine boogbladroller"	"soort"	"0AHCYFCMYTAG"	"1a"	
"Acleris literana (Linnaeus, 1758)"	"Groene boogbladroller"	"soort"	"0AHCYFCMYUAZ"	"1a"	
"Acleris logiana (Clerck, 1759)"	"Witte boogbladroller"	"soort"	"0AHCYFCMYUXR"	"1a"	
"Acleris lorquiniana (Duponchel, 1835)"	"Satijnboogbladroller"	"soort"	"0AHCYFCMYVYK"	"1a"	
"Acleris notana (Donovan, 1806)"	"Oranje boogbladroller"	"soort"	"0AHCYFCMYWZC"	"1a"	
"Acleris permutana (Duponchel, 1836)"	"Rozenboogbladroller"	"soort"	"0AHCYFCMYXVJ"	"1a"	
"Acleris quercinana (Zeller, 1849)"	"Eikenboogbladroller"	"soort"	"0AHCYFCMYYRP"	"1a"	
"Acleris rhombana (Denis & Schiffermüller, 1775)"	"Gehoekte boogbladroller"	"soort"	"0AHCYFCMYZNW"	"1a"	
"Acleris rufana (Denis & Schiffermüller, 1775)"	"Gezoomde boogbladroller"	"soort"	"0AHCYFCMZAOP"	"1a"	
"Acleris scabrana (Denis & Schiffermüller, 1775)"	"Zwartnekboogbladroller"	"soort"	"0AHCYFCMZBKV"	"1a"	
"Acleris schalleriana (Linnaeus, 1761)"	"Zuidelijke boogbladroller"	"soort"	"0AHCYFCMZCHC"	"1a"	
"Acleris shepherdana (Stephens, 1852)"	"Spireaboogbladroller"	"soort"	"0AHCYFCMZDDJ"	"1a"	
"Acleris sparsana (Denis & Schiffermüller, 1775)"	"Esdoornboogbladroller"	"soort"	"0AHCYFCMZEEB"	"1a"	
"Acleris umbrana (Hübner, 1799)"	"splinterboogbladroller"	"soort"	"0MJ52NCODS5G"	"1b"	
"Acleris variegana (Denis & Schiffermüller, 1775)"	"Witschouderbladroller"	"soort"	"0AHCYFCMZFAI"	"1a"	
"Acletoxenus formosus (Loew, 1864)"	""	"soort"	"0AHCYFBGHOFD"	"1a"	
"Aclista cantiana (Curtis, 1831)"	""	"soort"	"0AHCYSI07763"	"1a"	
"Aclista soror (Kieffer, 1909)"	""	"soort"	"0AHCYSI07860"	"1a"	
"Aclitus obscuripennis Foerster, 1862"	""	"soort"	"0AHCYFARESQG"	"1a"	
"Aclypea opaca (Linnaeus, 1758)"	""	"soort"	"0AHCYFBWPXWO"	"1a"	
"Aclypea undata (Müller, 1776)"	""	"soort"	"0AHCYFBWPYXH"	"1a"	
"Acmaeops marginatus (Fabricius, 1781)"	"Dennensmalboktor"	"soort"	"0AHCYFBROVXX"	"1a"	
"Acnemia longipes Winnertz, 1863"	""	"soort"	"0AHCYFBIUKNM"	"1a"	
"Acnemia nitidicollis (Meigen, 1818)"	""	"soort"	"0AHCYFBIULOF"	"1a"	
"Acoenonia europaea Mamaev, 1964"	""	"soort"	"0Z0OGBP5IOE3"	"3a"	
"Acolobus sericeus Wesmael, 1845"	""	"soort"	"0AHCYFATHUND"	"1a"	
"Acompocoris alpinus Reuter, 1875"	""	"soort"	"0AHCYSIBRUDR"	"1a"	
"Acompocoris pygmaeus (Fallén, 1807)"	""	"soort"	"0AHCYSIBRVEJ"	"1a"	
"Acompsia cinerella (Clerck, 1759)"	"Fluweelpalpmot"	"soort"	"0AHCYFCITORC"	"1a"	
"Acompsia schmidtiellus (von Heyden, 1848)"	""	"soort"	"0AHCYFCITPRU"	"1a"	
"Acompus rufipes (Wolff, 1804)"	""	"soort"	"0AHCYSICAPKH"	"1a"	
"Acontia lucida (Hufnagel, 1766)"	"Bleekschouderuil"	"soort"	"0AHCYFCLMJZL"	"1b"	
"Acontia trabealis (Scopoli, 1763)"	"Panteruiltje"	"soort"	"0AHCYFCLUQMJ"	"1a"	
"Acricotopus lucens (Zetterstedt, 1850)"	""	"soort"	"0AHCYFBEDCRK"	"1a"	
"Acridotheres ginginianus (Latham, 1790)"	"Oevermaina"	"soort"	"0181C5734E62"	"2c"	
"Acridotheres tristis (Linnaeus, 1766)"	"Treurmaina"	"soort"	"05DA89D543F4"	"2c"	
"Acrisis acutus (Tobias, 1983)"	""	"soort"	"0AHCYFAREUEH"	"3c"	
"Acrisis rarus (Tobias, 1983)"	""	"soort"	"0AHCYFAREVBA"	"3c"	
"Acritus homoeopathicus Wollaston, 1857"	""	"soort"	"0AHCYFBUOZOF"	"1a"	
"Acritus komai Lewis, 1879"	""	"soort"	"03063ED846E2"	"0a"	
"Acritus nigricornis (Hoffmann, 1803)"	""	"soort"	"0AHCYFBUPAOX"	"1a"	
"Acrobasis advenella (Zincken, 1818)"	"Mutsjeslichtmot"	"soort"	"0AHCYFCMRIUY"	"1a"	
"Acrobasis consociella (Hübner, 1813)"	"Eikentopspinselmot"	"soort"	"0AHCYFCMNBSI"	"1a"	
"Acrobasis marmorea (Haworth, 1811)"	"Hoekige mutsjeslichtmot"	"soort"	"0AHCYFCMRKAC"	"1a"	
"Acrobasis repandana (Fabricius, 1798)"	"Oranje eikenlichtmot"	"soort"	"0AHCYFCMNXMO"	"1a"	
"Acrobasis sodalella Zeller, 1848"	"Stoffige eikenlichtmot"	"soort"	"0AHCYFCMNCOO"	"1a"	
"Acrobasis suavella (Zincken, 1818)"	"Roodstreepmutsjeslichtmot"	"soort"	"0AHCYFCMRLAU"	"1a"	
"Acrobasis tumidana (Denis & Schiffermüller, 1775)"	"Rode eikenlichtmot"	"soort"	"0AHCYFCMNYNG"	"1a"	
"Acrobeles ciliatus Von Linstow, 1877"	""	"soort"	"0AHCYSI02356"	"1a"	
"Acrobeles complexus Thorne, 1925"	""	"soort"	"0AHCYSI02358"	"1a"	
"Acrobeles mariannae Andrássy, 1968"	""	"soort"	"0AHCYSI02363"	"1a"	
"Acrobeloides buetschlii (De Man, 1884)"	""	"soort"	"0AHCYSI02367"	"1a"	
"Acrobeloides nanus (De Man, 1880)"	""	"soort"	"0AHCYSI02369"	"1a"	
"Acrobeloides tricornis (Thorne, 1925)"	""	"soort"	"0AHCYSI02371"	"1a"	
"Acrocephalus agricola (Jerdon, 1845)"	"Veldrietzanger"	"soort"	"000464941996"	"1b"	
"Acrocephalus arundinaceus (Linnaeus, 1758)"	"Grote karekiet"	"soort"	"000464942003"	"1a"	
"Acrocephalus dumetorum Blyth, 1849"	"Struikrietzanger"	"soort"	"000464942010"	"1b"	
"Acrocephalus melanopogon (Temminck, 1823)"	"Zwartkoprietzanger"	"soort"	"05WXN7JQ08GV"	"1b"	
"Acrocephalus paludicola (Vieillot, 1817)"	"Waterrietzanger"	"soort"	"000464942017"	"1a"	
"Acrocephalus palustris (Bechstein, 1798)"	"Bosrietzanger"	"soort"	"000464942024"	"1a"	
"Acrocephalus schoenobaenus (Linnaeus, 1758)"	"Rietzanger"	"soort"	"000464942031"	"1a"	
"Acrocephalus scirpaceus (Hermann, 1804)"	"Kleine karekiet"	"soort"	"000464942038"	"1a"	
"Acrocera sanguinea Meigen, 1804"	""	"soort"	"0AHCYFBBTFEL"	"1a"	
"Acrocercops brongniardella (Fabricius, 1798)"	"Zilvermijnmot"	"soort"	"0AHCYFCKVOGD"	"1a"	
"Acrocnida brachiata (Montagu, 1804)"	"Ingegraven slangster"	"soort"	"0AHCYSI11504"	"1a"	
"Acrocormus semifasciatus Thomson, 1878"	""	"soort"	"0AHCYFBAQHMT"	"1a"	
"Acrocrypta purpurea Baly, 1877"	""	"soort"	"0AHCYFBRWPOB"	"2d"	
"Acrodactyla carinator (Aubert, 1965)"	""	"soort"	"0AHCYFATHWFQ"	"1a"	
"Acrodactyla degener (Haliday, 1839)"	""	"soort"	"0AHCYFATHXGJ"	"3c"	
"Acrodactyla madida (Haliday, 1839)"	""	"soort"	"0AHCYFATHYCQ"	"3c"	
"Acrodactyla quadrisculpta (Gravenhorst, 1820)"	""	"soort"	"0AHCYFATHZDI"	"3c"	
"Acrogalumna longipluma (Berlese, 1904)"	""	"soort"	"0AHCYSI10402"	"1a"	
"Acrolepia autumnitella Curtis, 1838"	""	"soort"	"0AHCYFCHQMNE"	"1a"	
"Acrolepiopsis assectella (Zeller, 1839)"	"Preimot"	"soort"	"0AHCYFCHQOBR"	"1a"	
"Acrolobus emarginatus (De Man, 1880)"	""	"soort"	"0AHCYSI02364"	"1a"	
"Acrolocha minuta (Olivier, 1795)"	""	"soort"	"0AHCYFBWSXJI"	"1a"	
"Acrolocha pliginskii Bernhauer, 1912"	""	"soort"	"000000025500"	"1a"	
"Acrolocha sulcula (Stephens, 1834)"	""	"soort"	"0AHCYFBWSYKB"	"1a"	
"Acroloxus lacustris (Linnaeus, 1758)"	"Ovale kapslak"	"soort"	"0AHCYFEPBHLV"	"1a"	
"Acrolyta rufocincta (Gravenhorst, 1829)"	""	"soort"	"0AHCYFATIAVV"	"1a"	
"Acromyrmex coronatus (Fabricius, 1804)"	"Bladsnijdermier"	"soort"	"000000025047"	"2d"	
"Acromyrmex lundii (Guérin-Méneville, 1838)"	""	"soort"	"000000025048"	"2d"	
"Acronicta aceris (Linnaeus, 1758)"	"Bont schaapje"	"soort"	"0AHCYFCLMLRZ"	"1a"	
"Acronicta alni (Linnaeus, 1767)"	"Elzenuil"	"soort"	"0AHCYFCLMNTK"	"1a"	
"Acronicta auricoma (Denis & Schiffermüller, 1775)"	"Goudhaaruil"	"soort"	"0AHCYFCLMOUC"	"1a"	
"Acronicta cuspis (Hübner, 1813)"	"Grote drietand"	"soort"	"0AHCYFCLMPUU"	"1a"	
"Acronicta euphorbiae (Denis & Schiffermüller, 1775)"	"Wolfsmelkuil"	"soort"	"0AHCYFCLMQVN"	"1a"	
"Acronicta leporina (Linnaeus, 1758)"	"Schaapje"	"soort"	"0AHCYFCLMSAR"	"1a"	
"Acronicta menyanthidis (Esper, 1789)"	"Veenheide-uil"	"soort"	"0AHCYFCLMUCC"	"1a"	
"Acronicta psi (Linnaeus, 1758)"	"Psi-uil"	"soort"	"0AHCYFCLMUYU"	"1a"	
"Acronicta rumicis (Linnaeus, 1758)"	"Zuringuil"	"soort"	"0AHCYFCLMWDY"	"1a"	
"Acronicta strigosa (Denis & Schiffermüller, 1775)"	"Moerasbos-uil"	"soort"	"0AHCYFCLMYAY"	"1a"	
"Acronicta tridens (Denis & Schiffermüller, 1775)"	"Drietand"	"soort"	"0AHCYFCLMYXE"	"1a"	
"Acroperus angustatus Sars, 1863"	"Lange harpijwatervlo"	"soort"	"0610DF4743F0"	"1b"	
"Acroperus harpae (Baird, 1835)"	"Gewone harpijwatervlo"	"soort"	"0AHCYSI03787"	"1a"	
"Acropiesta macrocera (Thomson, 1859)"	""	"soort"	"01RVNQAS66QI"	"1a"	
"Acropiesta micans Macek, 1998"	""	"soort"	"0AHCYSI07759"	"1a"	
"Acropimpla didyma (Gravenhorst, 1829)"	""	"soort"	"0AHCYFATICJX"	"3c"	
"Acropimpla pictipes (Gravenhorst, 1829)"	""	"soort"	"0AHCYFATIDGE"	"1a"	
"Acropsilus niger (Loew, 1869)"	""	"soort"	"0AHCYFBFUOLB"	"1a"	
"Acroricnus stylator (Thunberg, 1824)"	""	"soort"	"0AHCYFATIEYR"	"1a"	
"Acrosathe annulata (Fabricius, 1805)"	""	"soort"	"0AHCYFBOAAPT"	"1a"	
"Acrostichus consobrinus (De Man, 1920)"	""	"soort"	"0AHCYSI02381"	"1a"	
"Acrostichus dendrophilus (Weingärtner, 1955)"	""	"soort"	"0AHCYSI02377"	"1a"	
"Acrotelsa collaris (Fabricius, 1793)"	""	"soort"	"0AHCYFCCGQJA"	"2d"	
"Acrotomus lucidulus (Gravenhorst, 1829)"	""	"soort"	"0AHCYFATIGRQ"	"1a"	
"Acrotomus succinctus (Gravenhorst, 1829)"	""	"soort"	"0AHCYFATIHSJ"	"1a"	
"Acrotona amplicollis (Mulsant & Rey, 1873)"	""	"soort"	"0AHCYFBWXKDI"	"1a"	
"Acrotona aterrima (Gravenhorst, 1802)"	""	"soort"	"0AHCYFBWTACO"	"1a"	
"Acrotona benicki (Allen, 1940)"	""	"soort"	"0DDC656F4A67"	"1a"	
"Acrotona clientula (Erichson, 1839)"	""	"soort"	"0AHCYFBWYAPC"	"1a"	
"Acrotona exigua (Erichson, 1837)"	""	"soort"	"0AHCYFBWTBDS"	"1a"	
"Acrotona fungi (Gravenhorst, 1806)"	""	"soort"	"0AHCYFBWYSYI"	"1a"	
"Acrotona muscorum (Brisout, 1860)"	""	"soort"	"0AHCYFBWTCEL"	"1a"	
"Acrotona negligens (Mulsant & Rey, 1873)"	""	"soort"	"0EAEA0914603"	"1a"	
"Acrotona obfuscata (Gravenhorst, 1802)"	""	"soort"	"0AHCYFBWTDFD"	"1a"	
"Acrotona orbata (Erichson, 1837)"	""	"soort"	"0AHCYFBXABXU"	"1a"	
"Acrotona orphana (Erichson, 1837)"	""	"soort"	"0AHCYFBXACYM"	"1a"	
"Acrotona parens (Mulsant & Rey, 1852)"	""	"soort"	"0AHCYFBWTEFW"	"1a"	
"Acrotona parvula (Mannerheim, 1830)"	""	"soort"	"0AHCYFBWTFGO"	"1a"	
"Acrotona pseudotenera (Cameron, 1933)"	""	"soort"	"0E6760BB4ED5"	"1a"	
"Acrotona pygmaea (Gravenhorst, 1802)"	""	"soort"	"0AHCYFBWTGHH"	"1a"	
"Acrotona sylvicola (Kraatz, 1856)"	""	"soort"	"0AHCYFBWTHHZ"	"1a"	
"Acrotrichis atomaria (De Geer, 1774)"	""	"soort"	"0AHCYFBVYFVQ"	"1a"	
"Acrotrichis brevipennis (Erichson, 1845)"	""	"soort"	"0AHCYFBVYGWJ"	"1a"	
"Acrotrichis cephalotes (Allibert, 1844)"	""	"soort"	"0AHCYFBVYHXB"	"1a"	
"Acrotrichis cognata (Matthews, 1877)"	""	"soort"	"0AHCYFBVYIXU"	"2b"	
"Acrotrichis dispar (Matthews, 1865)"	""	"soort"	"0AHCYFBVYJYM"	"1a"	
"Acrotrichis fascicularis (Herbst, 1793)"	""	"soort"	"0AHCYFBVYKZQ"	"1a"	
"Acrotrichis grandicollis (Mannherheim, 1844)"	""	"soort"	"0AHCYFBVYMAJ"	"1a"	
"Acrotrichis henrici (Matthews, 1872)"	""	"soort"	"0AHCYFBVYNBB"	"2b"	
"Acrotrichis insularis (Mäklin, 1852)"	""	"soort"	"0AHCYFBVYOBT"	"2b"	
"Acrotrichis intermedia (Gillmeister, 1845)"	""	"soort"	"0AHCYFBVYPCM"	"1a"	
"Acrotrichis lucidula Rosskothen, 1935"	""	"soort"	"0AHCYSI00379"	"1a"	
"Acrotrichis montandonii (Allibert, 1844)"	""	"soort"	"0AHCYFBVYQDE"	"1a"	
"Acrotrichis nana Strand, 1946"	""	"soort"	"0AHCYSI00442"	"1a"	
"Acrotrichis parva Rosskothen, 1935"	""	"soort"	"0AHCYSI00380"	"1a"	
"Acrotrichis pumila (Erichson, 1845)"	""	"soort"	"0AHCYFBVYRDX"	"1a"	
"Acrotrichis rosskotheni Sundt, 1971"	""	"soort"	"0AHCYSI00381"	"1a"	
"Acrotrichis rugulosa Rosskothen"	""	"soort"	"0AHCYFBVYSEP"	"3b"	
"Acrotrichis sanctaehelenae Johnson, 1972"	""	"soort"	"0AHCYSI00382"	"2c"	
"Acrotrichis sericans (Heer, 1841)"	"Haarvleugelkever"	"soort"	"0AHCYFBVYTFI"	"1a"	
"Acrotrichis silvatica Rosskothen, 1935"	""	"soort"	"0AHCYFBVYUGA"	"1a"	
"Acrotrichis sitkaensis (Motschulsky, 1845)"	""	"soort"	"0AHCYFBVYVGT"	"1a"	
"Acrotrichis thoracica (Waltl, 1838)"	""	"soort"	"0AHCYFBVYWHL"	"1a"	
"Acrulia inflata (Gyllenhal, 1813)"	""	"soort"	"0AHCYFBWTJAM"	"1a"	
"Actebia praecox (Linnaeus, 1758)"	"Slanke groenuil"	"soort"	"0AHCYFCLNALG"	"1a"	
"Actenicerus sjaelandicus (Müller, 1764)"	"Deense kniptor"	"soort"	"0AHCYFBUEPMT"	"1a"	
"Acteon tornatilis (Linnaeus, 1758)"	"Spoelhoren"	"soort"	"0CIHTSS6F1ZA"	"1a"	
"Actia crassicornis (Meigen, 1824)"	""	"soort"	"0AHCYFBMVKNH"	"1a"	
"Actia infantula (Zetterstedt, 1844)"	""	"soort"	"0AHCYFBMVSOY"	"1a"	
"Actia lamia (Meigen, 1838)"	""	"soort"	"0AHCYFBMVTPR"	"1a"	
"Actia pilipennis (Fallén, 1810)"	""	"soort"	"0AHCYFBMVVRC"	"1a"	
"Actia resinellae (Schrank, 1781)"	""	"soort"	"0AHCYFBMVWRU"	"1a"	
"Actidium coarctatum (Haliday, 1855)"	""	"soort"	"0AHCYFBVYYAK"	"1a"	
"Actina chalybea Meigen, 1804"	"Groene stekelwapenvlieg"	"soort"	"0AHCYFBLVDBZ"	"1a"	
"Actinia equina (Linnaeus, 1758)"	"Rode paardenanemoon"	"soort"	"0AHCYSI11366"	"1a"	
"Actinia fragacea Tugwell, 1856"	"Aardbeianemoon"	"soort"	"0AHCYSI11441"	"1b"	
"Actinia prasina Gosse, 1860"	"Groene paardenanemoon"	"soort"	"0AHCYSI11367"	"1a"	
"Actinia striata Quoy & Gaimard, 1833"	"Zebra-anemoon"	"soort"	"0AHCYSI11368"	"1a"	
"Actinopteryx fucicola (Allibert, 1844)"	""	"soort"	"0AHCYFBVYZSX"	"1a"	
"Actinothoe sphyrodeta (Gosse, 1858)"	"Margrietje"	"soort"	"0AHCYSI11445"	"1b"	
"Actinotia polyodon (Clerck, 1759)"	"Gevlamde uil"	"soort"	"0AHCYFCLNEJQ"	"1a"	
"Actitis hypoleucos (Linnaeus, 1758)"	"Oeverloper"	"soort"	"0AHCYFCPFRWS"	"1a"	
"Actitis macularius (Linnaeus, 1766)"	"Amerikaanse oeverloper"	"soort"	"0AHCYFCPFTBW"	"1b"	
"Actophylla varendorffiana (Bernhauer & Scheerpeltz, 1926)"	""	"soort"	"049A17B84517"	"1a"	
"Actornithophilus bicolor (Piaget, 1880)"	""	"soort"	"066B989A4712"	"1a"	
"Actornithophilus gracilis (Piaget, 1880)"	""	"soort"	"0AHCYSI03288"	"1a"	
"Actornithophilus grandiceps (Piaget, 1880)"	""	"soort"	"0AHCYSI03287"	"1a"	
"Actornithophilus lari (Packard, 1870)"	""	"soort"	"0AHCYSI03340"	"1a"	
"Actornithophilus paludosus Clay, 1962"	""	"soort"	"09DC4EDB4B08"	"1a"	
"Actornithophilus patellatus (Piaget, 1890)"	""	"soort"	"0AHCYSI03281"	"3c"	
"Actornithophilus piceus (Denny, 1842)"	""	"soort"	"0AHCYSI03341"	"1a"	
"Actornithophilus pustulosus (Piaget, 1880)"	""	"soort"	"0AHCYSI03282"	"1a"	
"Actornithophilus spinulosus (Piaget, 1880)"	""	"soort"	"0AHCYSI03320"	"1a"	
"Actornithophilus totani (Schrank, 1803)"	""	"soort"	"0AHCYSI03338"	"3c"	
"Actornithophilus uniseriatus (Piaget, 1880)"	""	"soort"	"0AHCYSI03339"	"1a"	
"Acuaria hamulosa (Diesing, 1851)"	""	"soort"	"0S0OW5D9E3RK"	"1a"	
"Aculepeira ceropegia (Walckenaer, 1802)"	"Eikenbladspin"	"soort"	"0AHCYFOOCIOL"	"1a"	
"Aculops fuchsiae Keifer, 1972"	""	"soort"	"0AF97ITGTXJ9"	"2d"	
"Aculops lycopersici (Tryon, 1917)"	"Tomatengalmijt"	"soort"	"0AHCYSI10133"	"2"	
"Aculops macrotrichus (Nalepa, 1889)"	"Haagbeukkromnerfmijt"	"soort"	"0AUXQ1P9AUWC"	"1a"	
"Aculops pedicularis (Nalepa, 1892)"	"Kartelbladmijt"	"soort"	"0AHCYSI10134"	"1a"	
"Aculus anthobius (Nalepa, 1892)"	"Walstrosponsjesmijt"	"soort"	"0AHCYSI10123"	"1b"	
"Aculus craspedobius (Nalepa, 1925)"	"Grauwe wilgbladrandmijt"	"soort"	"0O4YIBQD5URB"	"1a"	
"Aculus epiphyllus (Nalepa, 1892)"	"Essenbladpokmijt"	"soort"	"0AHCYSI10124"	"1a"	
"Aculus fockeui (Nalepa & Trouessart, 1891)"	"Pruimenroestmijt"	"soort"	"0AHCYSI10125"	"1a"	
"Aculus fraxini (Nalepa, 1894)"	"Essenbladrolmijt"	"soort"	"004AS55XH88P"	"1a"	
"Aculus gemmarum (Nalepa, 1892)"	"Wilgrozetmijt"	"soort"	"0V0KNS5DYBD5"	"1a"	
"Aculus hippocastani (Fockeu, 1890)"	"Paardenkastanjemijt"	"soort"	"0AHCYSI10126"	"1a"	
"Aculus kerneri (Nalepa, 1894)"	"Gentiaantopmijt"	"soort"	"07ZP7VZ0Z78Z"	"1a"	
"Aculus laevis (Nalepa, 1892)"	"Grauwe wilgwratmijt"	"soort"	"0OIL5VEEXN2J"	"1a"	
"Aculus magnirostris (Nalepa, 1892)"	"Schietwilgbladrandmijt"	"soort"	"0NIBG7AN69HL"	"1a"	
"Aculus minor (Nalepa, 1892)"	"Tijmbezemmijt"	"soort"	"0RI816PFT0BR"	"1a"	
"Aculus retiolatus (Nalepa, 1892)"	"Vogelwikkemijt"	"soort"	"0AHCYSI10127"	"1a"	
"Aculus rigidus (Nalepa, 1894)"	"Paardenbloemmijt"	"soort"	"0AHCYSI10128"	"1a"	
"Aculus schlechtendali (Nalepa, 1890)"	"Appelroestmijt"	"soort"	"0AHCYSI10129"	"1a"	
"Aculus schmardae (Nalepa, 1889)"	"Klokjesmijt"	"soort"	"0LGR8NW2VNXX"	"1a"	
"Aculus scutellariae (Canestrini & Massalongo, 1895)"	"Glidkruidmijt"	"soort"	"0AHCYSI10130"	"1a"	
"Aculus tetanothrix (Nalepa, 1889)"	"Schietwilgwratmijt"	"soort"	"0AHCYSI10131"	"1a"	
"Aculus xylostei (Canestrini, 1892)"	"Kamperfoeliemijt"	"soort"	"0AHCYSI10132"	"1a"	
"Acupalpus brunnipes (Sturm, 1825)"	"Bruine bontloper"	"soort"	"0AHCYFBQVPBT"	"1a"	
"Acupalpus dubius Schilsky, 1888"	"Moerasbontloper"	"soort"	"0AHCYFBQVQCX"	"1a"	
"Acupalpus elegans (Dejean, 1829)"	"Zilte bontloper"	"soort"	"0AHCYFBQVQZD"	"1a"	
"Acupalpus exiguus Dejean, 1829"	"Kleibontloper"	"soort"	"0AHCYFBQVRVK"	"1a"	
"Acupalpus flavicollis (Sturm, 1825)"	"Geelhalsbontloper"	"soort"	"0AHCYFBQVSRR"	"1a"	
"Acupalpus meridianus (Linnaeus, 1760)"	"Akkerbontloper"	"soort"	"0AHCYFBQVTSJ"	"1a"	
"Acupalpus parvulus (Sturm, 1825)"	"Rietbontloper"	"soort"	"0AHCYFBQVUOQ"	"1a"	
"Acutaspis agavis (Townsend & Cockerell, 1898)"	""	"soort"	"03AYSAERL8FK"	"2d"	
"Acutaspis albopicta (Cockerell, 1898)"	""	"soort"	"0KQOI1QCFX79"	"2d"	
