Synonym,Taxon
"Tachymarptis melba Linnaeus, 1758","Apus melba (Linnaeus, 1758)"
"Hieraaetus fasciatus (Vieillot, 1822)","Aquila fasciata Vieillot, 1822"
"Hieraaetus pennatus (Gmelin, 1788)","Aquila pennata (Gmelin, 1788)"
"Araeocerus fasciculatus (De Geer, 1775)","Araecerus fasciculatus (De Geer, 1775)"
"Araeocerus simulatus Gyllenhal, 1833","Araecerus simulatus Gyllenhal, 1833"
"Araeoncus humillis (Blackwall, 1841)","Araeoncus humilis (Blackwall, 1841)"
"Araniella opistographa (Kulczynski, 1905)","Araniella opisthographa (Kulczynski, 1905)"
"Curculio crux Fabricius, 1777","Archarius crux (Fabricius, 1777)"
"Curculio pyrrhoceras Marsham, 1802","Archarius pyrrhoceras (Marsham, 1802)"
"Curculio salicivorus Paykull, 1792","Archarius salicivorus (Paykull, 1792)"
"Arctophila fulva (Harris, 1780)","Arctophila mussitans (Fabricius, 1776)"
"Arctophila superbiens (Muller, 1776)","Arctophila mussitans (Fabricius, 1776)"
"Acrtoseius bispinatus Weis-Fogh, 1947","Arctoseius cetratus (Sellnick, 1940)"
"Arctoseius erlangensis Hirschmann, 1951","Arctoseius cetratus (Sellnick, 1940)"
"Arctoseius halophilus Willmann, 1949","Arctoseius cetratus (Sellnick, 1940)"
"Lasioseius cetratus Sellnick, 1940","Arctoseius cetratus (Sellnick, 1940)"
"Seiulus minutus Halbert, 1915","Arctoseius minutus (Halbert, 1915)"
"Leioseius denticulosus Hirschmann, 1962","Arctoseius pristinus Karg, 1962"
"Arctoseius bicuspidatus Willmann, 1949","Arctoseius semiscissus (Berlese, 1892)"
"Arctoseius bispinatus Weis-Fogh, 1947","Arctoseius semiscissus (Berlese, 1892)"
"Arctoseius limburgensis Nesbitt, 1954","Arctoseius semiscissus (Berlese, 1892)"
"Arctoseius sellnicki Karg, 1962","Arctoseius semiscissus (Berlese, 1892)"
"Laelaps semiscissus Berlese, 1892","Arctoseius semiscissus (Berlese, 1892)"
"Lasioseius semiscissus (Berlese, 1892)","Arctoseius semiscissus (Berlese, 1892)"
"Arctoseius pannonicus Willmann, 1949","Arctoseius venustulus (Berlese, 1917)"
"Lasioseius venustulus Berlese, 1917","Arctoseius venustulus (Berlese, 1917)"
"Casmerodius albus (Linnaeus, 1758)","Ardea alba Linnaeus, 1758"
"Egretta alba (Linnaeus, 1758)","Ardea alba Linnaeus, 1758"
"Ardis brunniventris (Hartig, 1837)","Ardis pallipes (Serville, 1823)"
"Carios vespertilionis Latreille, 1802","Argas vespertilionis (Latreille, 1802)"
"Argyra argentata Macquart, 1834","Argyra argyria (Meigen, 1824)"
"Argyra argentella (Zetterstedt, 1843)","Argyra argyria (Meigen, 1824)"
"Argyra divergens Parent, 1926","Argyra argyria (Meigen, 1824)"
"Argyra confinis (Zetterstedt, 1849)","Argyra ilonae Gosseries, 1989"
"Argyroploce dalecarliana (Guenee, 1845)","Argyroploce externa (Eversman, 1844)"
"Arhopalus tristis (Fabricius, 1787)","Arhopalus rusticus (Linnaeus, 1758)"
"Armadillidium nasutum Budde-Lund, 1885","Armadillidium nasatum Budde-Lund, 1885"
"Arrenurus schreuderi Besseling, 1953","Arrenurus knauthei Koenike, 1895"
"Arrenurus curvisetus Viets, 1936","Arrenurus mediorotundatus Thor, 1898"
"Arrenurus zachariae Koenike, 1886","Arrenurus zachariasi Koenike, 1886"
"Sacium nanum Mulsant & Rey, 1861","Arthrolips nana (Mulsant & Rey, 1861)"
"Arvicola terrestris Linnaeus, 1758","Arvicola amphibius Linnaeus, 1758"
"Steatoda phalerata (Panzer, 1801)","Asagena phalerata (Panzer, 1801)"
"Angulus pygmaeus (Loven, 1846)","Asbjornsenia pygmaea (Loven, 1846)"
"Moerella pygmaea (Loven, 1846)","Asbjornsenia pygmaea (Loven, 1846)"
"Tellina pygmaea Loven, 1846","Asbjornsenia pygmaea (Loven, 1846)"
"Acarus aphidioides Linnaeus, 1758","Asca aphidioides (Linnaeus, 1758)"
"Asca nova Willmann, 1939","Asca bicornis (Canestrini & Fanzago, 1887)"
"Aschistonyx carpinicola Rubsaamen, 1917","Aschistonyx carpinicolus Rubsaamen, 1917"
"Gronops inaequalis Boheman, 1842","Asperogronops inaequalis (Boheman, 1842)"
"Ischnonyx prunorum (Wachtl, 1888)","Asphondylia pruniperda Rondani, 1867"
"Asphondylia mayeri Liebel, 1889","Asphondylia sarothamni (Loew, 1850)"
"Aspidimorpha quadrimaculata (Olivier, 1808)","Aspidimorpha nigropunctata (Klug, 1835)"
"Aspidomorpha obovata (Klug, 1835)","Aspidimorpha obovata (Klug, 1835)"
"Pseudaonidia duplex (Cockerell, 1896)","Aspidiotus duplex (Cockerell, 1896)"
"Arpidiphorus orbiculatus (Gyllenhal, 1808)","Aspidiphorus orbiculatus (Gyllenhal, 1808)"
"Acarus muscorum Scopoli, 1763","Astegistes pilosus (Koch, 1841)"
"Liacarus bicornis Warburton & Pearce, 1905","Astegistes pilosus (Koch, 1841)"
"Zetes pilosus Koch, 1841","Astegistes pilosus (Koch, 1841)"
"Astenus longelytratus Palm, 1936","Astenus lyonessius (Joy, 1908)"
"Asterocherus echinicola (Norman, 1868)","Asterocheres echinicola (Norman, 1868)"
"Pediobius acantha (Walker, 1839)","Astichus arithmeticus (Foerster, 1851)"
"Asynapta populnea Panelius, 1965","Asynapta saliciperda Felt, 1908"
"Camptomyia strobi Kieffer, 1920","Asynapta strobi (Kieffer, 1920)"
"Athalia glabricollis Thomson, 1870","Athalia ancilla Serville, 1823"
"Athene noctua (Scopoli, 1769)","Athene vidalii Brehm, 1857"
"Alaobia scapularis (Sahlberg, 1831)","Atheta scapularis (Sahlberg, 1831)"
"Atheta anisi Bernhauer, 1913","Atheta sparreschneideri Munster, 1923"
"Atheta nigricornis (Thomson, 1852)","Atheta vaga (Heer, 1839)"
"Hister corvinus Germar, 1817","Atholus corvinus (Germar, 1817)"
"Atomaria procerula Erichson, 1846","Atomaria longicornis Thomson, 1863"
"Atomaria reitteri Lovendal, 1893","Atomaria pseudatra Reitter, 1888"
"Atomaria barani Brisout, 1863","Atomaria pulchra Erichson, 1846"
"Atrichopogon hamifer (Goetghebuer, 1920)","Atrichopogon forcipatus (Winnertz, 1852)"
"Steganacarus diaphanus Jacot, 1930","Atropacarus striculus (Koch, 1836)"
"Steganacarus striculus (Koch, 1836)","Atropacarus striculus (Koch, 1836)"
"Attagenus gloriosus (Fabricius, 1798)","Attagenus fasciatus (Thunberg, 1795)"
"Aturus oudemansi Besseling, 1932","Aturus intermedius Protz, 1900"
"Atylotus plebejus (Fallen, 1817)","Atylotus plebeius (Fallen, 1817)"
"Baris chlorizans Germar, 1824","Aulacobaris chlorizans (Germar, 1824)"
"Baris cuprirostris (Fabricius, 1787)","Aulacobaris cuprirostris (Fabricius, 1787)"
"Baris lepidii Germar, 1824","Aulacobaris lepidii (Germar, 1824)"
"Baris picicornis (Marsham, 1802)","Aulacobaris picicornis (Marsham, 1802)"
"Bunodactis verrucosa (Pennant, 1777)","Aulactinia verrucosa (Pennant, 1777)"
"Aulagromyza lonicerae (Briscke, 1881)","Aulagromyza luteoscutellata (De Meijere, 1924)"
"Prionospio banyulensis Laubier, 1966","Aurospio banyulensis Laubier, 1966"
"Achalcus melanotrichus Mik, 1878","Australachalcus melanotrichus (Mik, 1878)"
"Elminius modestus Darwin, 1854","Austrominius modestus (Darwin, 1854)"
"Dermaleichus totani Canestrini, 1878","Avenzoaria totani (Canestrini, 1878)"
"Azelia staegeri (Zetterstedt, 1845)","Azelia cilipes (Haliday, 1838)"
"Azelia macquarti (Staeger in Schidte, 1843)","Azelia nebulosa Robineau-Desvoidy, 1830"
"Baccha obscuripennis Meigen, 1822","Baccha elongata (Fabricius, 1775)"
"Bactromyia evonymella (Ratzeburg, 1844)","Bactromyia aurulenta (Meigen, 1824)"
"Bactromyia evonymellae (Ratzeburg, 1844)","Bactromyia aurulenta (Meigen, 1824)"
"Bactromyia prasinanae (Van der Wulp, 1869)","Bactromyia aurulenta (Meigen, 1824)"
"Bactromyia scutelligera (Zetterstedt, 1844)","Bactromyia aurulenta (Meigen, 1824)"
"Baetis binoculatus Linnaeus, 1758","Baetis fuscatus (Linnaeus, 1761)"
"Baetis bioculatus Linnaeus, 1758","Baetis fuscatus (Linnaeus, 1761)"
"Baetis pumilus (Burmeister, 1839)","Baetis muticus (Linnaeus, 1758)"
"Baetis wallengreni Bengtsson, 1912","Baetis rhodani (Pictet, 1843)"
"Centroptilum tenellum Albarda, 1878","Baetopus tenellus (Albarda, 1878)"
"Raptobaetopus tenellus (Albarda, 1878)","Baetopus tenellus (Albarda, 1878)"
"Hydronomus alismatis (Marsham, 1802)","Bagous alismatis (Marsham, 1802)"
"Dicranthus elegans (Fabricius, 1801)","Bagous elegans (Fabricius, 1801)"
"Dicranthus majzlani Kodada, Holecova & Behne, 1992","Bagous majzlani (Kodada, Holecova & Behne, 1992)"
"Bagous angustus Silfverberg, 1977","Bagous tubulus Caldara & O'Brien, 1994"
"Balistes carolinensis (Gmelin, 1789)","Balistes capriscus (Gmelin, 1789)"
"Ballus depressus Walckenaer, 1802","Ballus chalybeius (Walckenaer, 1802)"
"Heterochaeta costata Claparede, 1863","Baltidrilus costatus (Claparede, 1863)"
"Tubifex costatus (Claparede, 1863)","Baltidrilus costatus (Claparede, 1863)"
"Barbatula barbatulus (Linnaeus, 1758)","Barbatula barbatula (Linnaeus, 1758)"
"Barypithes trichopterus (Gautier, 1863)","Barypeithes trichopterus (Gautier, 1863)"
"Baryphyma maritima (Crocker & Parker, 1970)","Baryphyma maritimum (Crocker & Parker, 1970)"
"Batrisodes delaportei (Aube, 1833)","Batrisodes delaporti (Aube, 1833)"
"Belba pseudocorynopus Markel & Meyer, 1960","Belba bartosi Winkler, 1955"
"Damaeus sufflexus Michael, 1885","Belba corynopus (Hermann, 1804)"
"Bellardia biseta (Kramer, 1917)","Bellardia pandia (Walker, 1849)"
"Bellardia aculeata (Pandelle, 1896)","Bellardia viarum (Robineau-Desvoidy, 1830)"
"Bellardia agilis (Meigen, 1826)","Bellardia vulgaris Robineau-Desvoidy, 1830"
"Bembidion bilunulatum Bielz, 1852","Bembidion pygmaeum (Fabricius, 1792)"
"Bembidion stephensi Crotch, 1866","Bembidion stephensii Crotch, 1866"
"Beris strobli Dusek & Rozkosny, 1968","Beris hauseri Stuke, 2004"
"Bezzia brehmiana (Kieffer, 1924)","Bezzia bicolor (Meigen, 1804)"
"Bezzia solstitialis (Winnertz, 1852)","Bezzia circumdata (Staeger, 1839)"
"Bezzia albipes (Winnertz, 1852)","Bezzia coracina (Zetterstedt, 1850)"
"Bezzia spinifera Goetghebuer, 1920","Bezzia flavicornis (Staeger, 1839)"
"Bezzia danica Kieffer, 1915","Bezzia leucogaster (Zetterstedt, 1850)"
"Bezzia xanthocephala Goetghebuer, 1911","Bezzia leucogaster (Zetterstedt, 1850)"
"Bezzia gracilis (Winnertz, 1852)","Bezzia winnertziana (Kieffer, 1919)"
"Bibio lepidus Loew, 1871","Bibio clavipes Meigen, 1818"
"Bibio hybridus Haliday, 1833","Bibio lanigerus Meigen, 1818"
"Bibio lacteipennis (Zetterstedt, 1850)","Bibio nigriventris Haliday, 1833"
"Bibio atripes Duda, 1930","Bibio varipes Meigen, 1830"
"Bichaeta sanguinea Vejdovsky, 1891","Bichaeta sanguinea Bretscher, 1900"
"Metrioptera bicolor (Philippi, 1830)","Bicolorana bicolor (Philippi, 1830)"
"Membranipora tenuis Desor, 1848","Biflustra tenuis (Desor, 1848)"
"Spelobia bifrons (Stenhammar, 1855)","Bifronsia bifrons (Stenhammar, 1855)"
"Allolobophoridella eiseni (Levinsen, 1884)","Bimastos eiseni (Levinsen, 1884)"
"Dendrodrilus rubidus (Savigny, 1826)","Bimastos rubidus (Savigny, 1826)"
"Philonthus cephalotes (Gravenhorst, 1802)","Bisnius cephalotes (Gravenhorst, 1802)"
"Philonthus fimetarius (Gravenhorst, 1802)","Bisnius fimetarius (Gravenhorst, 1802)"
"Philonthus parcus Sharp, 1874","Bisnius parcus (Sharp, 1874)"
"Philonthus puella Nordmann, 1837","Bisnius puella (Nordmann, 1837)"
"Philonthus sordidus (Gravenhorst, 1802)","Bisnius sordidus (Gravenhorst, 1802)"
"Philonthus sparsus Lucas, 1846","Bisnius sparsus (Lucas, 1846)"
"Philonthus spermophili Ganglbauer, 1897","Bisnius spermophili (Ganglbauer, 1897)"
"Philonthus subuliformis (Gravenhorst, 1802)","Bisnius subuliformis (Gravenhorst, 1802)"
"Philonthus scribai Fauvel, 1867","Bisnius varipennis (Scriba, 1864)"
"Philonthus varipennis Scriba, 1864","Bisnius varipennis (Scriba, 1864)"
"Bos bonasus Linnaeus, 1758","Bison bonasus (Linnaeus, 1758)"
"Sabella crassicornis (Sars, 1851)","Bispira crassicornis (Sars, 1851)"
"Blaesoxipha gladatrix (Pandelle, 1896)","Blaesoxipha plumicornis (Zetterstedt, 1859)"
"Blaesoxipha lineata (Fallen, 1817)","Blaesoxipha plumicornis (Zetterstedt, 1859)"
"Lasioseius dentriticus Berlese, 1918","Blattisocius dentriticus (Berlese, 1918)"
"Lasioseius fimbriatus Halbert, 1923","Blattisocius dentriticus (Berlese, 1918)"
"Seiulus amboinensis Oudemans, 1925","Blattisocius dentriticus (Berlese, 1918)"
"Blattisocius bakeri Chant, 1963","Blattisocius mali (Oudemans, 1929)"
"Typhlodromus mali Oudemans, 1929","Blattisocius mali (Oudemans, 1929)"
"Blattisocius triodons Keegan, 1944","Blattisocius tarsalis (Berlese, 1918)"
"Lasioseius similis Schweizer, 1949","Blattisocius tarsalis (Berlese, 1918)"
"Lasioseius tarsalis Berlese, 1918","Blattisocius tarsalis (Berlese, 1918)"
"Typhlodromus tineivorus Oudemans, 1929","Blattisocius tarsalis (Berlese, 1918)"
"Garmania urticana Nesbitt, 1954","Blattisocius urticana (Nesbitt, 1954)"
"Bledius dama Motschulsky, 1858","Bledius bicornis (Germar, 1823)"
"Blennocampa pusilla (Klug, 1816)","Blennocampa phyllocolpa Viitasaari & Vikberg, 1985"
"Blepharipa scutellata (Robineau-Desvoidy, 1830)","Blepharipa pratensis (Meigen, 1824)"
"Abramis bjoerkna (Linnaeus, 1758)","Blicca bjoerkna (Linnaeus, 1758)"
"Glycyphagus tjibodas Oudemans, 1910","Blomia tjibodas (Oudemans, 1910)"
"Blondelia agilis (Meigen, 1824)","Blondelia nigripes (Fallen, 1810)"
"Blondelia machairiopsis (Brauer & von Bergenstamm, 1889)","Blondelia nigripes (Fallen, 1810)"
"Boccardia ligerica (Ferroniere, 1898)","Boccardiella ligerica (Ferronniere, 1898)"
"Boccardia redekei (Horst, 1920)","Boccardiella redekei (Horst, 1920)"
"Boletochara bella Markel, 1844","Bolitochara bella Markel, 1844"
"Bolitophila fusca Meigen, 1818","Bolitophila hybrida (Meigen, 1804)"
"Bolopus rectinervis (Van der Wulp, 1868)","Bolopus furcatus (Fallen, 1829)"
"Clossiana euphrosyne (Linnaeus, 1758)","Boloria euphrosyne (Linnaeus, 1758)"
"Bombus agrorum (Fabricius, 1787)","Bombus pascuorum (Scopoli, 1793)"
"Bombus equestris Thomspon, 1872","Bombus veteranus (Fabricius, 1793)"
"Bombylius fugax Wiedemann in Meigen, 1820","Bombylius posticus Fabricius, 1805"
"Bombylius vulpinus Wiedemann in Meigen, 1820","Bombylius posticus Fabricius, 1805"
"Megastigmus dorsalis (Fabricius, 1798)","Bootanomyia dorsalis (Fabricius, 1798)"
"Borophaga flavimana (Meigen, 1830)","Borophaga femorata (Meigen, 1830)"
"Borophaga okellyi (Schmitz, 1937)","Borophaga subsultans (Linnaeus, 1767)"
"Bostrichoplites cornutus (Olivier, 1790)","Bostrychoplites cornutus (Olivier, 1790)"
"Bostrychopsis paralella (Lesne, 1895)","Bostrychopsis parallela (Lesne, 1895)"
"Botanophila humerella (Zetterstedt, 1845)","Botanophila gnava (Meigen, 1826)"
"Botanophila lactucae (Bouche, 1834)","Botanophila gnava (Meigen, 1826)"
"Botanophila cinerea (Fallen, 1824)","Botanophila silvatica (Robineau-Desvoidy, 1830)"
"Botanophila lineata (Stein, 1914)","Botanophila sonchi (Hardy, 1872)"
"Botanophila discreta (Meigen, 1826)","Botanophila striolata (Fallen, 1824)"
"Bothria pascuorum (Rondani, 1859)","Bothria frontosa (Meigen, 1824)"
"Baeocharis flavoscutatus (Six, 1876)","Bothriothorax paradoxus (Dalman, 1820)"
"Chromoderus affinis (Schrank, 1781)","Bothynoderes affinis (Schrank, 1781)"
"Botrylloides leachi (Savigny, 1816)","Botrylloides leachii (Savigny, 1816)"
"Archiearis notha (Hubner, 1803)","Boudinotiana notha (Hubner, 1803)"
"Bourletiella lutea (Lubbock, 1868)","Bourletiella arvalis (Fitch, 1863)"
"Bourletiella signata Linnaniemi, 1912","Bourletiella hortensis (Fitch, 1863)"
"Brachicoma bombivora (Van der Wulp, 1869)","Brachicoma devia (Fallen, 1820)"
"Brachyneura squamigera (Winnertz, 1853)","Brachineura squamigera (Winnertz, 1853)"
"Rhophalus tigrinus Schilling, 1829","Brachycarenus tigrinus (Schilling, 1829)"
"Oligoplectrum maculatum (Fourcroy, 1785)","Brachycentrus maculatus (Fourcroy, 1785)"
"Brachychthonius helveticus Schweizer, 1956","Brachychthonius bimaculatus Willmann, 1936"
"Brachygluta haemoptera (Aube, 1844)","Brachygluta hemoptera (Aube, 1844)"
"Brachygluta simplex (Waterhouse, 1862)","Brachygluta waterhousei (Rye, 1869)"
"Brachyiulus littoralis Verhoeff, 1898","Brachyiulus pusillus (Leach, 1815)"
"Brachymeria femorata Dalman, 1820","Brachymeria parvula (Walker, 1834)"
"Brachymeria minuta (Dalman, 1820)","Brachymeria tibialis (Walker, 1834)"
"Brachypalpus bimaculatus (Macquart, 1829)","Brachypalpus laphriformis (Fallen, 1816)"
"Brachypalpus meigeni Schiner, 1857","Brachypalpus laphriformis (Fallen, 1816)"
"Hypera dauci (Olivier, 1807)","Brachypera dauci (Olivier, 1807)"
"Hypera zoilus (Scopoli, 1763)","Brachypera zoilus (Scopoli, 1763)"
"Axonopsis gracilis (Piersig, 1903)","Brachypodopsis gracilis (Piersig, 1903)"
"Odostomia eulimoides Hanley, 1844","Brachystomia eulimoides (Hanley, 1844)"
"Bradycellus sharpii Joy, 1912","Bradycellus sharpi Joy, 1912"
"Bradysia wendalinae (Van Bruggen, 1954)","Bradysia amoena (Winnertz, 1867)"
"Bradysia procera Mohrig & Menzel, 1990","Bradysia bellstedti Mohrig & Wenzel, 1998"
"Bradysia rufiventris (Macquart, 1834)","Bradysia bicolor (Meigen, 1818)"
"Bradysia bruunipes (Meigen, 1804)","Bradysia brunnipes (Meigen, 1804)"
"Bradysia umbratica (Zetterstedt, 1851)","Bradysia brunnipes (Meigen, 1804)"
"Bradysia paupera Tuomikoski, 1960","Bradysia difformis Frey, 1948"
"Bradysia giraudi (Schiner, 1864)","Bradysia giraudii (Egger, 1862)"
"Bradysia fucata (Meigen, 1818)","Bradysia nervosa (Meigen, 1818)"
"Bradysia fuscata (Meigen, 1818)","Bradysia nervosa (Meigen, 1818)"
"Bradysia aprilina Meigen, 1818","Bradysia nitidicollis (Meigen, 1818)"
"Bradysia fenestrata (Meigen, 1818)","Bradysia nitidicollis (Meigen, 1818)"
"Bradysia scatopsoides (Meigen, 1818)","Bradysia nitidicollis (Meigen, 1818)"
"Bradysia prothalliorum (De Meijere, 1946)","Bradysia ocellaris (Comstock, 1882)"
"Dasychone bombyx (Dalyell, 1853)","Branchiomma bombyx (Dalyell, 1853)"
"Brevicornu caudata (Winnertz, 1863)","Brevicornu griseicolle (Staeger, 1840)"
"Brevicornu cinereum (Lundstrom, 1911)","Brevicornu ruficorne (Meigen, 1838)"
"Brevicornu amoena (Winnertz, 1863)","Brevicornu sericoma (Meigen, 1830)"
"Brevipalpus inornatus Baker, 1945","Brevipalpus obovatus Donnadieu, 1875"
"Brillia modesta (Meigen, 1830)","Brillia bifida (Kieffer, 1909)"
"Brillia flavifrons (Johannsen, 1905)","Brillia longifurca Kieffer, 1921"
"Talorchestia brito (Stebbing, 1891)","Britorchestia brito (Stebbing, 1891)"
"Brontaea impedita Pandelle, 1898","Brontaea eremophila (Brauer & von Bergenstamm, 1894)"
"Bryodema tuberculata (Fabricius, 1775)","Bryodemella tuberculata (Fabricius, 1775)"
"Cryphia domestica (Hufnagel, 1766)","Bryophila domestica (Hufnagel, 1766)"
"Cryphia raptricula (Denis & Schiffermuller, 1775)","Bryophila raptricula (Denis & Schiffermuller, 1775)"
"Bubo scandiaca (Linnaeus, 1758)","Bubo scandiacus (Linnaeus, 1758)"
"Nyctea scandiaca (Linnaeus, 1758)","Bubo scandiacus (Linnaeus, 1758)"
"Bufo viridis Laurenti, 1768","Bufotes viridis (Laurenti, 1768)"
"Pseudepidalea viridis (Laurenti, 1768)","Bufotes viridis (Laurenti, 1768)"
"Bugula avicularia (Linnaeus, 1758)","Bugulina avicularia (Linnaeus, 1758)"
"Bugula simplex Hincks, 1886","Bugulina simplex (Hincks, 1886)"
"Bugula stolonifera Ryland, 1960","Bugulina stolonifera (Ryland, 1960)"
"Bugula turbinata Alder, 1857","Bugulina turbinata (Alder, 1857)"
"Buprestis impedita Say, 1833","Buprestis striata Fabricius, 1775"
"Buzkoiana capnodactylus (Zeller, 1841)","Buszkoiana capnodactylus (Zeller, 1841)"
"Bythinus burrelli Denny, 1825","Bythinus burrellii Denny, 1825"
"Bolbobythus securiger (Reichenbach, 1816)","Bythinus securiger (Reichenbach, 1816)"
"Cacoxenus cincta (Rondani, 1856)","Cacoxenus indagator Loew, 1858"
"Caenis dimidiata Stephens, 1835","Caenis horaria (Linnaeus, 1758)"
"Caenis moesta Bengtsson, 1917","Caenis luctuosa (Burmeister, 1839)"
"Caenis halterata (Fabricius, 1777)","Caenis macrura Stephens, 1835"
"Caenis incus Bengtsson, 1912","Caenis robusta Eaton, 1884"
"Caenoplana bicolor (Graff, 1899)","Caenoplana variegata (Fletcher & Hamilton, 1888)"
"Calermaeus monilipes (Michael, 1882)","Caleremaeus monilipes (Michael, 1882)"
"Limicola falcinellus (Pontoppidan, 1763)","Calidris falcinellus (Pontoppidan, 1763)"
"Micropalama himantopus (Bonaparte, 1826)","Calidris himantopus (Bonaparte, 1826)"
"Philomachus pugnax (Linnaeus, 1758)","Calidris pugnax (Linnaeus, 1758)"
"Tryngites subruficollis (Vieillot, 1819)","Calidris subruficollis (Vieillot, 1819)"
"Callicera bertolonii Rondani, 1857","Callicera fagesii Guerin-Meneville, 1844"
"Callicera yerburyi Verrall, 1904","Callicera rufa Schummel, 1842"
"Calliostoma conuloides (Lamarck, 1822)","Calliostoma zizyphinum (Linnaeus, 1758)"
"Calliphora erythrocephala (Meigen, 1826)","Calliphora vicina Robineau-Desvoidy, 1830"
"Calosoma reticulatum (Fabricius, 1787)","Callisthenes reticulatus (Fabricius, 1787)"
"Callosobruchus ornatus Boheman, 1829","Callosobruchus maculatus (Fabricius, 1775)"
"Callosobruchus quadrimaculatus (Fabricius, 1792)","Callosobruchus maculatus (Fabricius, 1775)"
"Calonectris diomedea (Scopoli, 1769)","Calonectris borealis (Cory, 1881)"
"Calythea albicincta (Fallen, 1825)","Calythea nigricans (Robineau-Desvoidy, 1830)"
"Camarota flavitarsis Meigen, 1830","Camarota curvipennis (Latreille, 1805)"
"Camisia exuvialis Grandjean, 1939","Camisia biurus (Koch, 1839)"
"Camisia fischeri Oudemans, 1900","Camisia biverrucata (Koch, 1839)"
"Nothrus bistriatus Koch, 1839","Camisia horrida (Herrmann, 1804)"
