top	"Animalia"
rangen	"(alle)
statussen	"(0,0a,1,1a,1b,2,2a,2b,2c,2d,3a,3b,3c,3cE,3d,4)"

"synonym"	"type_synonym"	"language"	"taxon"	"taxon_nsr_id"	"rank"	
"Glyphodes perspectalis (Walker, 1859)"	"isSynonymOf"	"Scientific"	"Cydalima perspectalis (Walker, 1859)"	"000000020511"	
"Oranje eikenbladroller"	"isPreferredNameOf"	"Dutch"	"Cydia amplana (Hübner, 1799)"	"0AHCYFCNDYQU"	
"Breedlijnige kegelbladroller"	"isPreferredNameOf"	"Dutch"	"Cydia conicolana (Heylaerts, 1874)"	"0AHCYFCNDZRN"	
"Schors-sparspiegelmot"	"isPreferredNameOf"	"Dutch"	"Cydia coniferana (Saxesen, 1840)"	"0AHCYFCNEASF"	
"Bandspiegelmot"	"isPreferredNameOf"	"Dutch"	"Cydia cosmophorana (Treitschke, 1835)"	"0AHCYFCNEBSY"	
"Grote sparspiegelmot"	"isPreferredNameOf"	"Dutch"	"Cydia duplicana (Zetterstedt, 1839)"	"0AHCYFCNECTQ"	
"Beukenspiegelmot"	"isPreferredNameOf"	"Dutch"	"Cydia fagiglandana (Zeller, 1841)"	"0AHCYFCNEDUI"	
"Doffe sparspiegelmot"	"isPreferredNameOf"	"Dutch"	"Cydia illutana (Herrich-Schäffer, 1851)"	"0AHCYFCNEEVB"	
"Sparspiegelmot"	"isPreferredNameOf"	"Dutch"	"Cydia indivisa (Danilevsky, 1963)"	"0AHCYFCNEFVT"	
"Esdoornbladroller"	"isPreferredNameOf"	"Dutch"	"Cydia inquinatana (Hübner, 1800)"	"0AHCYSI00221"	
"Stalkruidmot"	"isPreferredNameOf"	"Dutch"	"Cydia microgrammana (Guenée, 1845)"	"0AHCYFCNEGWM"	
"Erwtenbladroller"	"isPreferredNameOf"	"Dutch"	"Cydia nigricana (Fabricius, 1794)"	"0AHCYFCNEHXQ"	
"C-spiegelmot"	"isPreferredNameOf"	"Dutch"	"Cydia pactolana (Zeller, 1840)"	"0AHCYFCNEIYI"	
"Appelbladroller"	"isAlternativeNameOf"	"Dutch"	"Cydia pomonella (Linnaeus, 1758)"	"0AHCYFCNEJZB"	
"Fruitmot"	"isPreferredNameOf"	"Dutch"	"Cydia pomonella (Linnaeus, 1758)"	"0AHCYFCNEJZB"	
"Wilgenspiegelmot"	"isPreferredNameOf"	"Dutch"	"Cydia servillana (Duponchel, 1836)"	"0AHCYFCNEKZT"	
"Wilgentakmot"	"isAlternativeNameOf"	"Dutch"	"Cydia servillana (Duponchel, 1836)"	"0AHCYFCNEKZT"	
"Gewone spiegelmot"	"isPreferredNameOf"	"Dutch"	"Cydia splendana (Hübner, 1799)"	"0AHCYFCNEPUK"	
"Okkernootmot"	"isAlternativeNameOf"	"Dutch"	"Cydia splendana (Hübner, 1799)"	"0AHCYFCNEPUK"	
"Kegelbladroller"	"isPreferredNameOf"	"Dutch"	"Cydia strobilella (Linnaeus, 1758)"	"0AHCYFCNEQVC"	
"Scherpe spiegelmot"	"isPreferredNameOf"	"Dutch"	"Cydia succedana (Denis & Schiffermüller, 1775)"	"0AHCYFCNERVV"	
"Dalmatiërbladroller"	"isPreferredNameOf"	"Dutch"	"Cydia zebeana (Ratzeburg, 1840)"	"0AHCYFCNESWN"	
"Wolfsmelkgraafwants"	"isPreferredNameOf"	"Dutch"	"Cydnus aterrimus (Forster, 1771)"	"0AHCYSIBYUBL"	
"Zwarte zwaan"	"isPreferredNameOf"	"Dutch"	"Cygnus atratus Latham, 1790"	"0AHCYFCOCNVV"	
"Kleine zwaan"	"isPreferredNameOf"	"Dutch"	"Cygnus bewickii Yarrell, 1830"	"0AHCYFCOCPFX"	
"Trompetzwaan"	"isPreferredNameOf"	"Dutch"	"Cygnus buccinator Richardson, 1832"	"0HKRL4B9DGF0"	
"Fluitzwaan"	"isPreferredNameOf"	"Dutch"	"Cygnus columbianus (Ord, 1815)"	"000464941124"	
"Wilde zwaan"	"isPreferredNameOf"	"Dutch"	"Cygnus cygnus (Linnaeus, 1758)"	"000464941131"	
"Zwarthalszwaan"	"isPreferredNameOf"	"Dutch"	"Cygnus melancoryphus (Molina, 1782)"	"03NJ5D2LTNL6"	
"Knobbelzwaan"	"isPreferredNameOf"	"Dutch"	"Cygnus olor (Gmelin, 1803)"	"000464941241"	
"Valse oubliehoren"	"isPreferredNameOf"	"Dutch"	"Cylichna cylindracea (Pennant, 1777)"	"0TRMXRZX4ZZ9"	
"Duitse zandloopkever"	"isPreferredNameOf"	"Dutch"	"Cylindera germanica (Linnaeus, 1758)"	"0AHCYFBREHKG"	
"Cicidina trisignata (Dejean, 1822)"	"isSynonymOf"	"Scientific"	"Cylindera trisignata (Dejean, 1822)"	"0AHCYFBREILK"	
"Haagse kronkel"	"isPreferredNameOf"	"Dutch"	"Cylindroiulus apenninorum (Brölemann, 1897)"	"0AHCYFAOFTEH"	
"Britse kronkel"	"isPreferredNameOf"	"Dutch"	"Cylindroiulus britannicus (Verhoeff, 1891)"	"0AHCYFAOFUFA"	
"Brede kronkel"	"isPreferredNameOf"	"Dutch"	"Cylindroiulus caeruleocinctus (Wood, 1864)"	"0AHCYFAOFVKE"	
"Cylindroiulus teutonicus (Pocock, 1900)"	"isSynonymOf"	"Scientific"	"Cylindroiulus caeruleocinctus (Wood, 1864)"	"0AHCYFAOFVKE"	
"Cylindroiulus frisius (Verhoeff, 1891)"	"isSynonymOf"	"Scientific"	"Cylindroiulus latestriatus (Curtis, 1845)"	"0AHCYFAOFXHP"	
"Zandkronkel"	"isPreferredNameOf"	"Dutch"	"Cylindroiulus latestriatus (Curtis, 1845)"	"0AHCYFAOFXHP"	
"Stipkronkel"	"isPreferredNameOf"	"Dutch"	"Cylindroiulus parisiorum (Brölemann & Verhoeff, 1896)"	"0AHCYFAOFZJA"	
"Cylindroiulus silvarum (Meinert, 1868)"	"isSynonymOf"	"Scientific"	"Cylindroiulus punctatus (Leach, 1815)"	"0AHCYFAOGAJS"	
"Knotskronkel"	"isPreferredNameOf"	"Dutch"	"Cylindroiulus punctatus (Leach, 1815)"	"0AHCYFAOGAJS"	
"Stompe kronkel"	"isPreferredNameOf"	"Dutch"	"Cylindroiulus truncorum (Silvestri, 1896)"	"0AHCYFAOGDLV"	
"Blinde kronkel"	"isPreferredNameOf"	"Dutch"	"Cylindroiulus vulnerarius (Berlese, 1888)"	"0AHCYFAOGEMO"	
"Grote gaper"	"isPreferredNameOf"	"Dutch"	"Cylisticus convexus (De Geer, 1778)"	"0AHCYFAOSZUW"	
"Eiken-orvlinder"	"isPreferredNameOf"	"Dutch"	"Cymatophorina diluta (Denis & Schiffermüller, 1775)"	"0AHCYFCIOOAC"	
"Thaumaleus rigidus (Thompsno, 1888)"	"isSynonymSLOf"	"Scientific"	"Cymbasoma rigidum Thompson, 1888"	"0P82VFRQ5KQE"	
"Thaumaleus thompsonii Giesbrecht, 1892"	"isSynonymSLOf"	"Scientific"	"Cymbasoma thompsonii (Giesbrecht, 1892)"	"08K6IYFDD7VM"	
"Cymbiodyta marginella (Fabricius, 1792)"	"isSynonymOf"	"Scientific"	"Cymbiodyta marginellus (Fabricius, 1792)"	"0AHCYFBUVUIL"	
"Kalknachtloper"	"isPreferredNameOf"	"Dutch"	"Cymindis axillaris (Fabricius, 1794)"	"0AHCYFBRELEQ"	
"Kale heidenachtloper"	"isPreferredNameOf"	"Dutch"	"Cymindis humeralis (Geoffroy, 1785)"	"0AHCYFBREMFJ"	
"Harige heidenachtloper"	"isPreferredNameOf"	"Dutch"	"Cymindis macularis Fischer von Waldheim, 1824"	"0AHCYFBRENOZ"	
"Vale heidenachtloper"	"isPreferredNameOf"	"Dutch"	"Cymindis vaporariorum (Linnaeus, 1758)"	"0AHCYFBREOPR"	
"Leemvlekbladroller"	"isPreferredNameOf"	"Dutch"	"Cymolomia hartigiana (Saxesen, 1840)"	"0AHCYFCNEUPM"	
"Gevlamde grasmot"	"isPreferredNameOf"	"Dutch"	"Cynaeda dentalis (Denis & Schiffermüller, 1775)"	"0AHCYFCIFUVH"	
"Onbestippeld lieveheersbeestje"	"isAlternativeNameOf"	"Dutch"	"Cynegetis impunctata Linnaeus, 1767"	"0EXIA2LHIHU7"	
"Ongevleugeld lieveheersbeestje"	"isPreferredNameOf"	"Dutch"	"Cynegetis impunctata Linnaeus, 1767"	"0EXIA2LHIHU7"	
"Dwarse erwtengalwesp"	"isPreferredNameOf"	"Dutch"	"Cynips agama Hartig, 1840"	"0AHCYSI07898"	
"Navelgalwesp"	"isPreferredNameOf"	"Dutch"	"Cynips disticha Hartig, 1840"	"0AHCYSI07727"	
"Rode erwtgalwesp"	"isPreferredNameOf"	"Dutch"	"Cynips divisa Hartig, 1840"	"0AHCYSI07736"	
"Grijze fluweelgalwesp"	"isPreferredNameOf"	"Dutch"	"Cynips longiventris Hartig, 1840"	"0AHCYSI07725"	
"Galappelwesp"	"isPreferredNameOf"	"Dutch"	"Cynips quercusfolii Linnaeus, 1758"	"0AHCYSI07724"	
"Lijkenvlieg"	"isPreferredNameOf"	"Dutch"	"Cynomya mortuorum (Linnaeus, 1761)"	"0AHCYFBCWVNV"	
"Cypha nitida (Palm, 1936)"	"isSynonymOf"	"Scientific"	"Cypha apicalis (Brisout, 1863)"	"0AHCYFBXFOXS"	
"Hypocyptus nitidus Palm, 1936"	"isSynonymOf"	"Scientific"	"Cypha apicalis (Brisout, 1863)"	"0AHCYFBXFOXS"	
"Cypha imitator (Luze, 1902)"	"isSynonymOf"	"Scientific"	"Cypha aprilis (Rey, 1882)"	"0AHCYFBXFLVP"	
"Hypocyptus ovulum Heer, 1839"	"isSynonymOf"	"Scientific"	"Cypha ovulum (Heer, 1839)"	"0AHCYFBXFPYL"	
"Cypha hanseni (Palm, 1949)"	"isSynonymOf"	"Scientific"	"Cypha seminulum (Erichson, 1839)"	"0AHCYFBXFRZW"	
"Jeneverbeskielwants"	"isPreferredNameOf"	"Dutch"	"Cyphostethus tristriatus (Fabricius, 1787)"	"0AHCYSIBRDRK"	
"Karper"	"isPreferredNameOf"	"Dutch"	"Cyprinus carpio Linnaeus, 1758"	"000455863932"	
"Schildboomsprinkhaan"	"isPreferredNameOf"	"Dutch"	"Cyrtaspis scutata (Charpentier, 1825)"	"09FJA7JQ67UH"	
"Asca affinis Oudemans, 1902"	"isSynonymOf"	"Scientific"	"Cyrtolaelaps mucronatus (G. & R. Canestrini, 1881)"	"0AAR34GE54QN"	"soort"	
"Gamasellus alienus Hull, 1918"	"isSynonymOf"	"Scientific"	"Cyrtolaelaps mucronatus (G. & R. Canestrini, 1881)"	"0AAR34GE54QN"	"soort"	
"Gamasellus brevispinosus Trägårdh, 1910"	"isSynonymOf"	"Scientific"	"Cyrtolaelaps mucronatus (G. & R. Canestrini, 1881)"	"0AAR34GE54QN"	"soort"	
"Gamasellus major Pintchuk, 1972"	"isSynonymOf"	"Scientific"	"Cyrtolaelaps mucronatus (G. & R. Canestrini, 1881)"	"0AAR34GE54QN"	"soort"	
"Gamasellus rubicundus Hull, 1918"	"isSynonymOf"	"Scientific"	"Cyrtolaelaps mucronatus (G. & R. Canestrini, 1881)"	"0AAR34GE54QN"	"soort"	
"Gamasus mucronatus G. & R. Canestrini, 1881"	"isSynonymOf"	"Scientific"	"Cyrtolaelaps mucronatus (G. & R. Canestrini, 1881)"	"0AAR34GE54QN"	"soort"	
"Cystiphora hieracii (Löw, 1874)"	"isSynonymOf"	"Scientific"	"Cystiphora sanguinea (Bremi, 1847)"	"0AHCYFBDFNEO"	
"Cystiphora pilosellae Kieffer, 1892"	"isSynonymOf"	"Scientific"	"Cystiphora sanguinea (Bremi, 1847)"	"0AHCYFBDFNEO"	
"Havikskruidbladpuistgalmug"	"isPreferredNameOf"	"Dutch"	"Cystiphora sanguinea (Bremi, 1847)"	"0AHCYFBDFNEO"	
"Melkdistelpokgalmug"	"isPreferredNameOf"	"Dutch"	"Cystiphora sonchi (Vallot, 1827)"	"0AHCYFBDFOFG"	
"Paardenbloemvlekgalmug"	"isPreferredNameOf"	"Dutch"	"Cystiphora taraxaci (Kieffer, 1888)"	"0AHCYFBDFPFZ"	
"Klapmuts"	"isPreferredNameOf"	"Dutch"	"Cystophora cristata (Erxleben, 1777)"	"000465032016"	
"Cytilus auricomus (Duftschmid, 1825)"	"isSynonymOf"	"Scientific"	"Cytilus sericeus (Forster, 1771)"	"0AHCYFBQSFZF"	
"Sarcoptes nudus Vizioli, 1870"	"isBasionymOf"	"Scientific"	"Cytodites nudus (Vizioli, 1870)"	"0H6F2HOBUU1D"	
"Longipedia tricalcarata (Trouessart & Neumann, 1888)"	"isSynonymOf"	"Scientific"	"Dabertia tricalcarata (Trouessart & Neumann, 1888)"	"0AHCYSI10104"	
"Tweepunttonderkevertje"	"isPreferredNameOf"	"Dutch"	"Dacne bipustulata (Thunberg, 1781)"	"0AHCYFBUKODV"	
"Apatetris kinkerella (Snellen, 1876)"	"isSynonymOf"	"Scientific"	"Dactylotula kinkerella (Snellen, 1876)"	"0AHCYFCIUADU"	
"Helmpalpmot"	"isPreferredNameOf"	"Dutch"	"Dactylotula kinkerella (Snellen, 1876)"	"0AHCYFCIUADU"	
"Kleine zakdrager"	"isPreferredNameOf"	"Dutch"	"Dahlica inconspicuella (Stainton, 1843)"	"000000020507"	
"Algenzakdrager"	"isPreferredNameOf"	"Dutch"	"Dahlica lichenella (Linnaeus, 1761)"	"0AHCYSI00154"	
"Kleine zandzakdrager"	"isPreferredNameOf"	"Dutch"	"Dahlica sauteri (Hättenschwiler, 1977)"	"0AHCYSI00144"	
"Zandzakdrager"	"isPreferredNameOf"	"Dutch"	"Dahlica triquetrella (Hübner, 1813)"	"0AHCYSI00152"	
"Zwarte haai"	"isPreferredNameOf"	"Dutch"	"Dalatias licha (Bonnaterre, 1788)"	"000455864218"	
"Gele sikkelblaaskop"	"isPreferredNameOf"	"Dutch"	"Dalmannia punctata (Fabricius, 1794)"	"0AHCYFBFOGEG"	
"Gerande kniptor"	"isPreferredNameOf"	"Dutch"	"Dalopius marginatus (Linnaeus, 1758)"	"0AHCYFBUGLNK"	
"Damhert"	"isPreferredNameOf"	"Dutch"	"Dama dama (Linnaeus, 1758)"	"000465032023"	
"Hypodamaeus auritus (Koch, 1835)"	"isSynonymSLOf"	"Scientific"	"Damaeus auritus (Koch, 1835)"	"0AHCYSI10392"	
"Oribata gracilipes Kulczynski, 1902"	"isSynonymOf"	"Scientific"	"Damaeus auritus (Koch, 1835)"	"0AHCYSI10392"	
"Monarchvlinder"	"isPreferredNameOf"	"Dutch"	"Danaus plexippus (Linnaeus, 1758)"	"0AHCYSRJWNSX"	
"Amerikaanse watervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia ambigua Scourfield, 1946"	"0AHCYSI03821"	
"Atkinsons watervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia atkinsoni Baird, 1859"	"0AHCYSI03828"	
"Helmwatervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia cucullata Sars, 1862"	"0AHCYSI03819"	
"Greppelwatervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia curvirostris Eylmann, 1887"	"0AHCYSI03814"	
"Punthelmwatervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia galeata Sars, 1863"	"0AHCYSI03812"	
"Doorzichtige watervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia hyalina Leydig, 1860"	"0AHCYSI03815"	
"Meer-langdoornwatervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia lacustris Sars, 1862"	"0FSLHG3WTURJ"	
"Gewone langdoornwatervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia longispina (Müller, 1776)"	"0AHCYSI03816"	
"Grote watervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia magna Straus, 1820"	"0AHCYSI03813"	
"Stompe watervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia obtusa Kurz, 1875"	"0AHCYSI03817"	
"Kleine watervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia parvula Fordyce, 1901"	"0AHCYSI03818"	
"Gewone takwatervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia pulex Leydig, 1860"	"0AHCYSI03785"	
"Tweeling takwatervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia pulicaria Forbes, 1893"	"0AHCYSI03799"	
"Kortdoornwatervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia rosea Sars, 1862"	"007DE79243CA"	
"Daphnia psittacea (Baird, 1850)"	"isSynonymOf"	"Scientific"	"Daphnia similis Claus, 1876"	"083FEQ1LHZLW"	"soort"	
"Kraus watervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia ×krausi Flößner, 1993"	"0B5Q8XUF7PT4"	
"Obscure watervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia ×obscura Flößner, 1993"	"09XSM83W31EL"	
"Bastaardwatervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia ×rostrata"	"0QF9GAYOJH7Z"	
"Hybride watervlo"	"isPreferredNameOf"	"Dutch"	"Daphnia ×tecta Flößner, 1993"	"0BADJQIB3ETP"	
"Oleanderpijlstaart"	"isPreferredNameOf"	"Dutch"	"Daphnis nerii (Linnaeus, 1758)"	"0AHCYFCMTYWW"	
"Grijshaarkever"	"isPreferredNameOf"	"Dutch"	"Dascillus cervinus (Linnaeus, 1758)"	"0AHCYFBTVMSR"	
"Essenbladplooigalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura acrophila (Winnertz, 1853)"	"0AHCYFBDFRZQ"	
"Violebloemgalmug"	"isAlternativeNameOf"	"Dutch"	"Dasineura affinis (Kieffer, 1886)"	"0AHCYFBDFTAJ"	
"Vioolbladgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura affinis (Kieffer, 1886)"	"0AHCYFBDFTAJ"	
"Dasineura arabis Barnes, 1927"	"isSynonymOf"	"Scientific"	"Dasineura alpestris (Kieffer, 1909)"	"0AHCYFBDFVBT"	
"Randjesbloemgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura alpestris (Kieffer, 1909)"	"0AHCYFBDFVBT"	
"Gewone schermbloemgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura angelicae Rübsaamen, 1916"	"0AHCYFBDFWCM"	
"Kleefkruidgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura aparines (Kieffer, 1889)"	"0AHCYFBDFXDE"	
"Geoorde wilgbladgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura auritae Rübsaamen, 1916"	"0AHCYFBDFZEP"	
"Jaapiella bergrothiana (Mik, 1889)"	"isSynonymOf"	"Scientific"	"Dasineura bergrothiana (Mik, 1889)"	"0778E4TYQCXA"	
"Jaapiella floriperda (Löw, 1888)"	"isSynonymSLOf"	"Scientific"	"Dasineura bergrothiana (Mik, 1889)"	"0778E4TYQCXA"	
"Adderwortelgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura bistortae (Kieffer, 1909)"	"0H3NCUSY8NOV"	
"Wolfsmelkkapselgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura capsulae Kieffer, 1901"	"0AHCYFBDGCHE"	
"Veldkersgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura cardaminis (Winnertz, 1853)"	"0AHCYFBDGDHX"	
"Dasineura coryli Rübsaamen, 1912"	"isHomonymOf"	"Scientific"	"Dasineura corylina (Kieffer, 1913)"	"0AHCYFBDGEIP"	
"Meidoornrozetgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura crataegi (Winnertz, 1853)"	"0AHCYFBDGFJH"	
"Brandnetelrolgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura dioicae (Rübsaamen, 1895)"	"0AHCYFBDGGKA"	
"Moerasspireabladplooigalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura engstfeldi (Rübsaamen, 1889)"	"0AHCYFBDGHKS"	
"Wilgenroosjesbloemgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura epilobii (Löw, 1889)"	"0AHCYFBDGILL"	
"Essenbladpokgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura fraxinea Kieffer, 1907"	"0AHCYFBDGMOH"	
"Essenbladnerfgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura fraxini (Bremi, 1847)"	"0AHCYFBDGNPL"	
"Walstrotopgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura galiicola (Löw, 1880)"	"0AHCYFBDGPQV"	
"Gentiaangalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura gentianae (Kieffer, 1909)"	"0AHCYFBDGQRO"	
"Gentners klaverpeulgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura gentneri Pritchard, 1953"	"0AHCYFBDGRSG"	
"Hondsdraftopgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura glechomae (Kieffer, 1889)"	"0AHCYFBDGSSZ"	
"Gleditsiabladgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura gleditchiae (Osten Sacken, 1866)"	"0AHCYFBDGXWN"	
"Dasineura jaapiana Rübsaamen, 1917"	"isHomonymOf"	"Scientific"	"Dasineura harrisoni (Bagnall, 1922)"	"0AHCYFBDGYXF"	
"Moerasspireawortelgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura harrisoni (Bagnall, 1922)"	"0AHCYFBDGYXF"	
"Moeraswalstrogalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura hygrophila (Mik, 1883)"	"0AHCYFBDGZYJ"	
"Rode hertshooigalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura hyperici (Bremi, 1847)"	"0AHCYFBDHAZC"	
"Dasineura acercrispans (Kieffer, 1888)"	"isSynonymOf"	"Scientific"	"Dasineura irregularis (Bremi, 1847)"	"0AHCYFBDHEBF"	
"Esdoornbladplooigalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura irregularis (Bremi, 1847)"	"0AHCYFBDHEBF"	
"Wilgenroosjesbladgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura kiefferiana (Rübsaamen, 1891)"	"0AHCYFBDHFBY"	
"Lathyrustopgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura lathyricola (Rübsaamen, 1890)"	"0AHCYFBDHGCQ"	
"Dasineura flosculorum (Kieffer, 1890)"	"isSynonymOf"	"Scientific"	"Dasineura leguminicola (Lintner, 1879)"	"0AHCYFBDHHDJ"	
"Roze klaverpeulgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura leguminicola (Lintner, 1879)"	"0AHCYFBDHHDJ"	
"Parelzaadgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura lithospermi (Loew, 1850)"	"0AHCYFBDHIEB"	
"Roze wikkegalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura loewiana Rübsaamen, 1917"	"0AHCYFBDHJET"	
"Hoornbloemgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura lotharingiae (Kieffer, 1888)"	"0AHCYFBDHKFM"	
"Gewone hopklavergalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura lupulinae (Kieffer, 1891)"	"0AHCYFBDHLGQ"	
"Appelbladgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura mali (Kieffer, 1904)"	"0AHCYFBDHMHI"	
"Dasineura ignorata (Wachtl, 1884)"	"isSynonymOf"	"Scientific"	"Dasineura medicaginis (Bremi, 1847)"	"0AHCYFBDHNIB"	
"Luzernescheutgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura medicaginis (Bremi, 1847)"	"0AHCYFBDHNIB"	
"Vergeet-mij-nietjesgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura myosotidis (Kieffer, 1902)"	"0AHCYFBDHOIT"	
"Bosbesbladgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura myrtylli Rübsaamen, 1916"	"0AHCYFBDHPJM"	
"Dasineura myrtilli Rübsaamen, 1916"	"isSynonymOf"	"Scientific"	"Dasineura myrtylli Rübsaamen, 1916"	"0AHCYFBDHPJM"	
"Dasineura brassicae (Winnertz, 1853)"	"isSynonymOf"	"Scientific"	"Dasineura napi (Loew, 1850)"	"0AHCYFBDGBGM"	
"Koolzaadhauwgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura napi (Loew, 1850)"	"0AHCYFBDGBGM"	
"Maarts viooltjegalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura odoratae Stelter, 1982"	"0W4XGQ6A36EY"	
"Gewone meidoornbloemgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura oxyacanthae Rübsaamen, 1914"	"0AHCYFBDHRKX"	
"Blauwmaanzaadgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura papaveris (Winnertz, 1853)"	"0AHCYFBDHSLP"	
"Gewone kamperfoeliebladgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura periclymeni (Rübsaamen, 1889)"	"0AHCYFBDHTMH"	
"Bramebladgalmug"	"isAlternativeNameOf"	"Dutch"	"Dasineura plicatrix (Loew, 1850)"	"0AHCYFBDHVNS"	
"Bramenplooigalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura plicatrix (Loew, 1850)"	"0AHCYFBDHVNS"	
"Gewone populierenbladgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura populeti (Rübsaamen, 1889)"	"0AHCYFBDHWOL"	
"Rabdophaga pseudococcus (Thomas, 1890)"	"isSynonymOf"	"Scientific"	"Dasineura pseudococcus (Thomas, 1890)"	"0AHCYFBDROHD"	
"Wilgennerfhoekgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura pseudococcus (Thomas, 1890)"	"0AHCYFBDROHD"	
"Witte varenbladgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura pteridicola (Kieffer, 1901)"	"0AHCYFBDHXPP"	
"Dasineura filicina (Kieffer, 1889)"	"isSynonymOf"	"Scientific"	"Dasineura pteridis (Müller, 1871)"	"0AHCYFBDGKMW"	
"Rode varenbladgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura pteridis (Müller, 1871)"	"0AHCYFBDGKMW"	
"Moerasspireabladvlekgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura pustulans (Rübsaamen, 1889)"	"0AHCYFBDHYQH"	
"Perenbladgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura pyri (Bouché, 1847)"	"0AHCYFBDHZRA"	
"Boterbladgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura ranunculi (Bremi, 1847)"	"0AHCYFBDIARS"	
"Rozenbladgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura rosae (Bremi, 1847)"	"0AHCYFBDTXRA"	
"Wachtliella rosarum (Hardy, 1850)"	"isSynonymOf"	"Scientific"	"Dasineura rosae (Bremi, 1847)"	"0AHCYFBDTXRA"	
"Haagbeuklensgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura ruebsaameni (Kieffer, 1909)"	"0AHCYFBDIBSL"	
"Witte hertshooigalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura serotina (Winnertz, 1853)"	"0AHCYFBDICTD"	
"Schildereprijsgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura similis (Löw, 1888)"	"0AHCYFBDIDTV"	
"Gewone kruisbloemgalmug"	"isAlternativeNameOf"	"Dutch"	"Dasineura sisymbrii (Schrank, 1803)"	"0AHCYFBDIEUO"	
"Kruisbloemgalmug"	"isPreferredNameOf"	"Dutch"	"Dasineura sisymbrii (Schrank, 1803)"	"0AHCYFBDIEUO"	
"Dasineura spadica Roskam, 2009"	"isMisspelledNameOf"	"Scientific"	"Dasineura spadicea Rübsaamen, 1917"	"0Z7OEL9IMLAQ"	
